site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,15006228,5,0,"SCB","09/25/2007","12:40","09/27/2007","14:00","OR","H10.RS","HL",3,"",5,"M-","",49,20,"","","","","","","","","","",15,816095,4143740,81610.14375,816095,4143740,2,2,28,"",24.7,"",3,"",865,"",.08,"",4.3,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",5,"",1,1,1,"SVCP",941,"T",1,1,8060,"","","","","","0","2702"
,15006228,5,0,"SCB","09/25/2007","12:40","09/27/2007","14:00","OR","H10.RS","HL",3,"",5,"M-","",49,20,"","","","","","","","","","",15,816095,4143740,81610.14375,816095,4143740,2,2,28,"",24.7,"",3,"",865,"",.08,"",4.3,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",5,"",1,1,2,"SVCP",835,"T",1,1,6890,"","","","","","0","2702"
,15006228,5,0,"SCB","09/25/2007","12:40","09/27/2007","14:00","OR","H10.RS","HL",3,"",5,"M-","",49,20,"","","","","","","","","","",15,816095,4143740,81610.14375,816095,4143740,2,2,28,"",24.7,"",3,"",865,"",.08,"",4.3,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",5,"",1,1,5,"BHCP",755,"T",1,1,4240,"","","","","","0","2702"
       MUDDY,15006232,5,2,"TRI","09/25/2007","09:57","09/26/2007","10:25","OR","BM00.7S","M",3,"",5,"M-","",24,28,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,2,28,"",24.7,"",1.2,"",865,"",.08,"",4.3,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",87,"",1,1,8,"SVCP",10,"T",1,4,"","","","","","","0","2702"
       MUDDY,15006232,5,2,"TRI","09/25/2007","09:57","09/26/2007","10:25","OR","BM00.7S","M",3,"",5,"M-","",24,28,"","","","","","","","","","",15,808309,4164557,80830.16455,808309,4164557,2,2,28,"",24.7,"",1.2,"",865,"",.08,"",4.3,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",87,"",1,1,10,"SVCP",20,"T",1,3,"","","","","","","0","2702"
,15006262,5,1,"SCB","09/18/2007","12:15","09/19/2007","11:09","OR","C140A.RS","M",3,"",5,"M-","",22,54,"","","","","","","","","","",15,822895,4105340,82290.10535,822895,4105340,2,1,14,"",23.2,"",1.5,"",557,"",.1,"",5.9,"","","","","","",0,4,"0","1","0","1","0","0","0","0","",0,"",31,"",1,1,1,"SVCP",10,"T",1,11,"","","","","","","0","2702"
,15006264,5,1,"SCB","09/18/2007","12:22","09/19/2007","11:20","OR","C86A.RS","M",3,"",5,"M-","",22,58,"","","","","","","","","","",15,822845,4105140,82285.10515,822845,4105140,2,1,14,"",23.2,"",1,"",557,"",.62,"",5.9,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,"",14,"",1,1,7,"SVCP",10,"T",1,5,"","","","","","","0","2702"
,15006266,5,1,"SCB","09/20/2007","10:30","09/20/2007","10:45","OR","C58A.RS","D",3,"",5,"M-",200,0,15,5400,5400,200,"",27,"",60,"",25,"",15,807345,4166990,80735.167,807345,4166990,2,1,18,"",23.1,"",2,"",571,"",.23,"",5.6,"","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",48,"",1,1,18,"SVCP",680,"T",1,1,3460,"","","","","","0","2702"
       DITCH,15006272,5,2,"TRI","10/02/2007","11:55","10/03/2007","09:40","OR","HD00.9M","M",3,"",5,"M-","",21,45,"","","","","","","","","","",15,808024,4127458,80800.12745,808024,4127458,2,1,22,"",23.5,"",.7,"",329,"",.11,"",5.6,"","","","","","",0,2,"0","0","0","0","0","0","0","0","",0,"",9,"",1,1,9,"SVCP",20,"T",1,1,"","","","","","","0","2702"
       DITCH,15006273,5,2,"TRI","10/02/2007","11:37","10/04/2007","10:20","OR","HD00.9M","HL",3,"",5,"M-","",46,43,"","","","","","","","","","",15,808024,4127458,80800.12745,808024,4127458,2,1,22,"",23.5,"",3,"",329,"",.1,"",5.6,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",8,"",1,1,7,"BHCP",680,"T",1,1,2780,"","","","","","0","2702"
,15006277,5,1,"SCB","10/05/2007","09:05","10/05/2007","09:20","OR","C118A.RS","D",3,"",5,"M-",200,0,15,4500,4550,175,"",26,"",60,"",25,"",15,809045,4132340,80905.13235,809045,4132340,2,1,38,"",23.4,"",4.9,"",590,"",.22,"",7.3,"","","","","","",0,4,"0","0","0","1","0","1","0","0","",0,"",50,"",1,1,1,"SVCP",810,"T",1,1,5910,"","","","","","0","2702"
,15006280,5,0,"MCB-U","10/16/2007","11:00","10/17/2007","09:30","OR","M4.RS","M",3,"",5,"M-","",22,30,"","","","","","","","","","",15,821145,4106840,82115.10685,821145,4106840,2,1,25,"",19.4,"",1.3,"",574,"",.2,"",7.9,"","","","","","",0,3,"0","0","0","0","0","0","0","0","",0,"",40,"",1,1,4,"SVCP",10,"T",1,1,"","","","","","","0","2702"
,15006296,5,0,"MCB-U","10/23/2007","11:15","10/24/2007","12:49","OR","M2.RS","M",3,"",5,"M-","",25,34,"","","","","","","","","","",15,815645,4120390,81565.1204,815645,4120390,2,1,5,"",16.2,"",.6,"",473,"",.55,"",7.8,"","","","","","",0,3,"0","0","0","0","0","0","1","0","",0,"",8,"",1,1,7,"GSCP",762,"T",1,1,5390,"","","","","","0","2702"
,15006301,5,0,"SCB","10/26/2007","11:10","10/26/2007","11:25","OR","D12.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4136990,81575.137,815745,4136990,2,1,11,"",14.5,"",4,"",437,"",.47,"",7.6,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",35,"",1,1,11,"SVCP",240,"T",1,1,150,"","","","","","0","2702"
,15006301,5,0,"SCB","10/26/2007","11:10","10/26/2007","11:25","OR","D12.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4136990,81575.137,815745,4136990,2,1,11,"",14.5,"",4,"",437,"",.47,"",7.6,"","","","","","",0,1,"1","0","0","0","0","0","1","0","",0,"",35,"",1,1,17,"SVCP",190,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,14,"SVCP",160,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,15,"SVCP",170,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,16,"SVCP",170,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,25,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,26,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,27,"SVCP",170,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,28,"SVCP",160,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,31,"SVCP",170,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,1,"SVCP",835,"T",1,1,7650,"","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,35,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,36,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,37,"SVCP",170,"T",1,1,"","","","","","","0","2702"
,15006302,5,0,"SCB","10/26/2007","10:25","10/26/2007","10:40","OR","D11.RS","D",3,"",5,"M-",200,0,15,3500,3420,190,"",18,"",60,"",25,"",15,815745,4137040,81575.13705,815745,4137040,2,1,11,"",14.5,"",3.5,"",437,"",.45,"",7.6,"","","","","","",0,1,"0","0","0","0","0","0","1","1","",0,"",53,"",1,1,39,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,15006306,5,0,"SCB","10/29/2007","11:35","10/29/2007","11:50","OR","D5.RS","D",3,"",5,"M-",200,0,15,3600,3600,200,"",18,"",60,"",25,"",15,817945,4117840,81795.11785,817945,4117840,2,1,10,"",14,"",3.9,"",480,"",.1,"",8.7,"","","","","","",0,1,"1","1","0","1","0","0","1","0","",0,"",75,"",1,1,3,"SVCP",765,"T",1,1,4620,"","","","","","0","2702"
,15006308,5,0,"SCB","10/30/2007","09:15","10/30/2007","09:30","OR","D8.RS","D",3,"",5,"M-",200,0,15,3614,3800,200,"",19,"",60,"",25,"",15,811345,4128690,81135.1287,811345,4128690,2,1,10,"",13.6,"",1.5,"",502,"",.78,"",9.2,"","","","","","",0,4,"0","1","0","0","0","0","0","0","",0,"",26,"",1,1,26,"SVCP",650,"T",1,1,3300,"","","","","","0","2702"
         331,15006315,5,0,"MCB-W","10/30/2007","10:45","10/30/2007","11:00","OR","M063.2E","D",3,"",5,"M-",200,0,15,3614,3800,200,"",19,"",60,"",25,"",16,285334,4143410,81635.14665,816362,4146648,2,1,10,"",13.6,"",3,"",502,"",.78,"",9.2,"","","","","","",0,3,"0","1","0","0","0","0","1","0","",0,"",53,"",1,1,14,"SVCP",190,"T",1,1,"","","","","","","0","2702"
,15006363,5,0,"SCB","08/10/2007","10:35","08/10/2007","10:50","OR","D9.RS","D",2,"",5,"M-",200,0,15,4500,4400,200,"",22,"",60,"",25,"",15,816095,4143790,81610.1438,816095,4143790,2,1,15,"",30.9,"",3,"",510,"","","5",3.8,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",16,"",1,1,1,"SVCP",780,"T",1,1,"","","","","","","0","2702"
         509,15006393,5,0,"MCB-W","09/13/2007","11:10","09/13/2007","11:25","OR","M044.4W","D",2,"",5,"M-",200,0,15,4295,4370,190,"",23,"",60,"",25,"",16,281126,4122599,81350.1256,813482,4125598,1,1,27,"",25.4,"",1.8,"",516,"",.55,"",5.6,"","","","","","",0,4,"0","0","0","1","1","0","0","0","",0,"",65,"",1,1,10,"SVCP",755,"T",1,1,"","","","","","","0","2702"
         509,15006393,5,0,"MCB-W","09/13/2007","11:10","09/13/2007","11:25","OR","M044.4W","D",2,"",5,"M-",200,0,15,4295,4370,190,"",23,"",60,"",25,"",16,281126,4122599,81350.1256,813482,4125598,1,1,27,"",25.4,"",1.8,"",516,"",.55,"",5.6,"","","","","","",0,4,"0","0","0","1","1","0","0","0","",0,"",65,"",1,1,56,"SVCP",700,"T",1,1,"","","","","","","0","2702"
,15006394,5,0,"SCB","07/17/2008","12:55","07/17/2008","13:10","OR","D5.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,817795,4118240,81780.11825,817795,4118240,2,1,9,"",26.8,"",5.6,"",445,"",.4,"",6.9,"","","","","","",0,2,"1","0","0","1","0","0","1","0","",0,"",44,"",1,1,31,"SVCP",20,"T",1,1,"","","","","","","0","2704"
,15006394,5,0,"SCB","07/17/2008","12:55","07/17/2008","13:10","OR","D5.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,817795,4118240,81780.11825,817795,4118240,2,1,9,"",26.8,"",5.6,"",445,"",.4,"",6.9,"","","","","","",0,2,"1","0","0","1","0","0","1","0","",0,"",44,"",1,1,11,"SVCP",50,"T",1,3,"","","","","","","0","2704"
,15006394,5,0,"SCB","07/17/2008","12:55","07/17/2008","13:10","OR","D5.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,817795,4118240,81780.11825,817795,4118240,2,1,9,"",26.8,"",5.6,"",445,"",.4,"",6.9,"","","","","","",0,2,"1","0","0","1","0","0","1","0","",0,"",44,"",1,1,14,"SVCP",70,"T",1,1,"","","","","","","0","2704"
,15006394,5,0,"SCB","07/17/2008","12:55","07/17/2008","13:10","OR","D5.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,817795,4118240,81780.11825,817795,4118240,2,1,9,"",26.8,"",5.6,"",445,"",.4,"",6.9,"","","","","","",0,2,"1","0","0","1","0","0","1","0","",0,"",44,"",1,1,15,"SVCP",30,"T",1,1,"","","","","","","0","2704"
,15006394,5,0,"SCB","07/17/2008","12:55","07/17/2008","13:10","OR","D5.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,817795,4118240,81780.11825,817795,4118240,2,1,9,"",26.8,"",5.6,"",445,"",.4,"",6.9,"","","","","","",0,2,"1","0","0","1","0","0","1","0","",0,"",44,"",1,1,19,"SVCP",30,"T",1,1,"","","","","","","0","2704"
,15006395,5,0,"MCB-U","07/17/2008","11:55","07/17/2008","12:10","OR","D2.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,816095,4118240,81610.11825,816095,4118240,2,1,9,"",26.8,"",2.4,"",445,"",.6,"",6.9,"","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",29,"",1,1,8,"SVCP",80,"T",1,1,"","","","","","","0","2704"
,15006396,5,0,"SCB","07/17/2008","13:40","07/17/2008","13:55","OR","D6.RS","D",1,"",5,"M-",200,0,15,4100,4140,230,"",18,"",60,"",25,"",15,819295,4116140,81930.11615,819295,4116140,2,1,9,"",26.8,"",4.9,"",445,"",.69,"",6.9,"","","","","","",0,2,"1","1","0","0","0","0","1","0","",0,"",15,"",1,1,4,"SVCP",90,"T",1,1,"","","","","","","0","2704"
       DITCH,15006409,5,2,"TRI","07/22/2008","12:45","07/23/2008","09:30","OR","HD00.9M","M",1,"",5,"M-","",20,45,"","","","","","","","","","",15,808024,4127458,80800.12745,808024,4127458,2,1,33,"",30.1,"",2.5,"",300,"",.05,"",6.4,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",1,"",117,"",1,2,84,"SVCP",40,"T",1,1,"","","","","","","0","2704"
       DITCH,15006409,5,2,"TRI","07/22/2008","12:45","07/23/2008","09:30","OR","HD00.9M","M",1,"",5,"M-","",20,45,"","","","","","","","","","",15,808024,4127458,80800.12745,808024,4127458,2,1,33,"",30.1,"",2.5,"",300,"",.05,"",6.4,"","","","","","",0,1,"0","0","0","0","0","0","1","0","",1,"",117,"",1,1,47,"SVCP",70,"T",1,1,"","","","","","","0","2704"
       DITCH,15006411,5,2,"TRI","07/17/2008","10:25","07/17/2008","10:40","OR","HD00.9M","D",1,"",5,"M-",200,0,15,3800,3859,227,"",17,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,59,"",26.8,"",5.6,"",385,"",.1,"",5.5,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",86,"",1,1,27,"SVCP",80,"T",1,1,"","","","","","","0","2704"
       DITCH,15006411,5,2,"TRI","07/17/2008","10:25","07/17/2008","10:40","OR","HD00.9M","D",1,"",5,"M-",200,0,15,3800,3859,227,"",17,"",60,"",25,"",15,808024,4127458,80800.12745,808024,4127458,2,1,59,"",26.8,"",5.6,"",385,"",.1,"",5.5,"","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",86,"",1,1,28,"SVCP",110,"T",1,1,"","","","","","","0","2704"
,15006412,5,0,"MCB-U","07/18/2008","12:05","07/18/2008","12:20","OR","D4.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,824095,4104240,82410.10425,824095,4104240,2,1,9,"",27,"",4.1,"",440,"",.73,"","","5","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",43,"",1,1,16,"SVCP",130,"T",1,1,"","","","","","","0","2704"
,15006412,5,0,"MCB-U","07/18/2008","12:05","07/18/2008","12:20","OR","D4.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,824095,4104240,82410.10425,824095,4104240,2,1,9,"",27,"",4.1,"",440,"",.73,"","","5","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",43,"",1,1,25,"SVCP",70,"T",1,1,"","","","","","","0","2704"
,15006412,5,0,"MCB-U","07/18/2008","12:05","07/18/2008","12:20","OR","D4.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,824095,4104240,82410.10425,824095,4104240,2,1,9,"",27,"",4.1,"",440,"",.73,"","","5","","","","","",0,3,"1","0","0","0","0","0","1","0","",0,"",43,"",1,1,33,"SVCP",40,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,74,"SVCP",160,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,75,"SVCP",70,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,76,"SVCP",40,"T",1,4,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,77,"SVCP",30,"T",1,13,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,2,"SVCP",732,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,5,"SVCP",200,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,102,"SVCP",20,"T",1,4,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,113,"SVCP",60,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,114,"SVCP",50,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,115,"SVCP",30,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,29,"SVCP",160,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,34,"SVCP",30,"T",1,3,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,36,"SVCP",40,"T",1,1,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,55,"SVCP",40,"T",1,3,"","","","","","","0","2704"
,15006413,5,0,"MCB-U","07/18/2008","10:25","07/18/2008","10:40","OR","D3.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,821145,4107140,82115.10715,821145,4107140,2,1,9,"",27,"",2,"",440,"",.3,"","","5","","","","","",0,2,"1","0","0","0","0","0","1","0","",0,"",236,"",1,1,56,"SVCP",30,"T",1,8,"","","","","","","0","2704"
,15006415,5,0,"SCB","07/18/2008","09:40","07/18/2008","09:55","OR","D7.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,820045,4115340,82005.11535,820045,4115340,2,1,9,"",27,"",4,"",440,"",.69,"","","5","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",64,"",1,1,33,"SVCP",50,"T",1,1,"","","","","","","0","2704"
,15006415,5,0,"SCB","07/18/2008","09:40","07/18/2008","09:55","OR","D7.RS","D",1,"",5,"M-",200,0,15,4000,3960,220,"",18,"",60,"",25,"",15,820045,4115340,82005.11535,820045,4115340,2,1,9,"",27,"",4,"",440,"",.69,"","","5","","","","","",0,4,"0","0","0","1","0","0","0","0","",0,"",64,"",1,1,35,"SVCP",30,"T",1,3,"","","","","","","0","2704"
